Series,Body,Country,L1X,L2X,L3X,L4,Comments,AuthorX,Date,AttachmentX,EventsX,Expired
Report,Situational Report,LK,Bobonaro,Lolotoe,Lupal,,,jose.soares@oxfam.org.tl,14/09/04,,Same Earthquake,Y
Report,Situational Report,LK,Bobonaro,Lolotoe,Opa,,,jose.soares@oxfam.org.tl,15/09/04,,Same Earthquake,Y
Report,Situational Report,LK,Lautém,Lospalos,Bauro,,,eduardo.dossantos@tl.mercycorps.org,16/09/04,,Same Earthquake,Y
Report,Same Earthquake Lessons Learnt,LK,Lautém,Lospalos,Cacavem,,,liliana.otilia@mss.gov.tl,17/09/04,,Same Earthquake,Y
Assessment,Damage Assessment,LK,Bobonaro,Maliana,Lahomea,,,adriana.macedo@redcross.tl,30/09/04,,Same Earthquake,Y
Assessment,Community Needs Assessment,LK,Bobonaro,Maliana,Odomau,,,jose.soares@oxfam.org.tl,1/10/04,,Same Earthquake,Y
Assessment,Area Assessment ,LK,Bobonaro,Maliana,Raifun,,,adriana.macedo@redcross.tl,2/10/04,,Same Earthquake,Y
Assessment,Damage Assessment,LK,Bobonaro,Maliana,Ritabou,,,eduardo.dossantos@tl.mercycorps.org,3/10/04,,Same Earthquake,Y
Assessment,Community Needs Assessment,LK,Bobonaro,Maliana,Saburai,,,jose.soares@oxfam.org.tl,4/10/04,,Same Earthquake,Y
Assessment,Area Assessment ,LK,Bobonaro,Maliana,Tapo/Memo,,,adriana.macedo@redcross.tl,5/10/04,,Same Earthquake,Y
Assessment,Damage Assessment,LK,Manatuto,Manatuto,Ailili,,,liliana.otilia@mss.gov.tl,6/10/04,,Same Earthquake,Y
Assessment,Community Needs Assessment,LK,Manatuto,Manatuto,Aiteas,,,eduardo.dossantos@tl.mercycorps.org,7/10/04,,Same Earthquake,Y
Assessment,Area Assessment ,LK,Manatuto,Manatuto,Cribas,,,jose.soares@oxfam.org.tl,8/10/04,,Same Earthquake,Y
Assessment,Damage Assessment,LK,Manatuto,Manatuto,Iliheu,,,jose.soares@oxfam.org.tl,9/10/04,,Same Earthquake,Y
Assessment,Community Needs Assessment,LK,Manatuto,Manatuto,Ma'abat,,,eduardo.dossantos@tl.mercycorps.org,10/10/04,,Same Earthquake,Y
Assessment,Area Assessment ,LK,Manatuto,Manatuto,Sau,,,liliana.otilia@mss.gov.tl,11/10/04,,Same Earthquake,Y
Incident,Flooding,LK,Liquiçá,Maubara,Gugleur,,,adriana.macedo@redcross.tl,12/10/04,,Same Earthquake,Y
Incident,Landslide,LK,Liquiçá,Maubara,Guico,,,jose.soares@oxfam.org.tl,13/10/04,,Same Earthquake,Y
Incident,Houses Destroyied,LK,Liquiçá,Maubara,Lissadila,,,adriana.macedo@redcross.tl,14/10/04,,Same Earthquake,Y
Incident,Flooding,LK,Liquiçá,Maubara,Maubaralissa,,,eduardo.dossantos@tl.mercycorps.org,15/10/04,,Same Earthquake,Y
Incident,Landslide,LK,Liquiçá,Maubara,Vatuboro,,,jose.soares@oxfam.org.tl,16/10/04,,Same Earthquake,Y
Incident,Houses Destroyied,LK,Liquiçá,Maubara,Vatuvou,,,adriana.macedo@redcross.tl,17/10/04,,Same Earthquake,Y
Incident,Flooding,LK,Liquiçá,Maubara,Vaviquinia,,,liliana.otilia@mss.gov.tl,18/10/04,,Same Earthquake,Y
Incident,Landslide,LK,Ainaro,Maubisse,Aitutu,,,eduardo.dossantos@tl.mercycorps.org,19/10/04,,Same Earthquake,Y
Incident,Houses Destroyied,LK,Ainaro,Maubisse,Edi,,,jose.soares@oxfam.org.tl,20/10/04,,Same Earthquake,Y
Incident,Flooding,LK,Ainaro,Maubisse,Fatu-Besi,,,jose.soares@oxfam.org.tl,21/10/04,,Same Earthquake,Y
Incident,Landslide,LK,Ainaro,Maubisse,Horai-Quic,,,eduardo.dossantos@tl.mercycorps.org,22/10/04,,Same Earthquake,Y
Incident,Houses Destroyied,LK,Ainaro,Maubisse,Manelobas,,,liliana.otilia@mss.gov.tl,23/10/04,,Same Earthquake,Y
Alert,Heavy Rains Due,LK,Ainaro,Maubisse,Manetu,,,liliana.otilia@mss.gov.tl,1/10/05,,Aileu Floods,Y
Alert,Heavy Flooding in Area,LK,Ainaro,Maubisse,Maubisse,,,liliana.otilia@mss.gov.tl,2/10/05,,Aileu Floods,Y
Alert,More rain expected,LK,Ainaro,Maubisse,Maulau,,,liliana.otilia@mss.gov.tl,3/10/05,,Aileu Floods,Y
Alert,High winds,LK,Ainaro,Maubisse,Suco Liurai,,,liliana.otilia@mss.gov.tl,4/10/05,,Aileu Floods,Y
Alert,More rain expected,LK,Covalima,Maucatar,Belecasac,,,liliana.otilia@mss.gov.tl,5/10/05,,Aileu Floods,Y
Report,Situational Report,LK,Covalima,Maucatar,Holpilat,,,adriana.macedo@redcross.tl,6/10/05,,Aileu Floods,Y
Report,Situational Report,LK,Covalima,Maucatar,Matai,,,jose.soares@oxfam.org.tl,7/10/05,,Aileu Floods,Y
Report,Situational Report,LK,Covalima,Maucatar,Ogues,,,adriana.macedo@redcross.tl,8/10/05,,Aileu Floods,Y
Report,Situational Report,LK,Dili,Metinaro,Duyung (Sereia),,,eduardo.dossantos@tl.mercycorps.org,9/10/05,,Aileu Floods,Y
Report,Situational Report,LK,Dili,Metinaro,Sabuli,,,jose.soares@oxfam.org.tl,10/10/05,,Aileu Floods,Y
Report,Situational Report,LK,Dili,Nain Feto,Acadiru Hun,,,adriana.macedo@redcross.tl,11/10/05,,Aileu Floods,Y
Report,Situational Report,LK,Dili,Nain Feto,Bemori,,,liliana.otilia@mss.gov.tl,12/10/05,,Aileu Floods,Y
Report,Situational Report,LK,Dili,Nain Feto,Bidau Lecidere,,,eduardo.dossantos@tl.mercycorps.org,13/10/05,,Aileu Floods,Y
Report,Situational Report,LK,Dili,Nain Feto,Gricenfor,,,jose.soares@oxfam.org.tl,14/10/05,,Aileu Floods,Y
Report,Situational Report,LK,Dili,Nain Feto,Lahane Oriental,,,jose.soares@oxfam.org.tl,15/10/05,,Aileu Floods,Y
Report,Situational Report,LK,Dili,Nain Feto,Santa Cruz,,,eduardo.dossantos@tl.mercycorps.org,16/10/05,,Aileu Floods,Y
Report,Aileu Floods Lessons Learnt,LK,Oecusse,Nitibe,Banafi,,,liliana.otilia@mss.gov.tl,17/10/05,,Aileu Floods,Y
Assessment,Damage Assessment,LK,Viqueque,Ossu,Ossu de Cima,,,adriana.macedo@redcross.tl,30/10/05,,Aileu Floods,Y
Assessment,Community Needs Assessment,LK,Viqueque,Ossu,Uabubo,,,jose.soares@oxfam.org.tl,31/10/05,,Aileu Floods,Y
Assessment,Area Assessment ,LK,Viqueque,Ossu,Uaguia,,,adriana.macedo@redcross.tl,1/11/05,,Aileu Floods,Y
Assessment,Damage Assessment,LK,Viqueque,Ossu,Uaibobo,,,eduardo.dossantos@tl.mercycorps.org,2/11/05,,Aileu Floods,Y
Assessment,Community Needs Assessment,LK,Oecusse,Pante Macasar,Bobocase,,,jose.soares@oxfam.org.tl,3/11/05,,Aileu Floods,Y
Assessment,Area Assessment ,LK,Oecusse,Pante Macasar,Costa,,,adriana.macedo@redcross.tl,4/11/05,,Aileu Floods,Y
Assessment,Damage Assessment,LK,Oecusse,Pante Macasar,Cunha,,,liliana.otilia@mss.gov.tl,5/11/05,,Aileu Floods,Y
Assessment,Community Needs Assessment,LK,Oecusse,Pante Macasar,Lalisuc,,,eduardo.dossantos@tl.mercycorps.org,6/11/05,,Aileu Floods,Y
Assessment,Area Assessment ,LK,Oecusse,Pante Macasar,Lifau,,,jose.soares@oxfam.org.tl,7/11/05,,Aileu Floods,Y
Assessment,Damage Assessment,LK,Oecusse,Pante Macasar,Naimeco,,,jose.soares@oxfam.org.tl,8/11/05,,Aileu Floods,Y
Assessment,Community Needs Assessment,LK,Oecusse,Pante Macasar,Nipani,,,eduardo.dossantos@tl.mercycorps.org,9/11/05,,Aileu Floods,Y
Assessment,Area Assessment ,LK,Oecusse,Pante Macasar,Taiboco,,,liliana.otilia@mss.gov.tl,10/11/05,,Aileu Floods,Y
Incident,Flooding,LK,Oecusse,Passabe,Abani,,,adriana.macedo@redcross.tl,11/11/05,,Aileu Floods,Y
Incident,Landslide,LK,Oecusse,Passabe,Malelat,,,jose.soares@oxfam.org.tl,12/11/05,,Aileu Floods,Y
Incident,Houses Destroyied,LK,Baucau,Quelicai,Abafala,,,adriana.macedo@redcross.tl,13/11/05,,Aileu Floods,Y
Incident,Flooding,LK,Baucau,Quelicai,Abo,,,eduardo.dossantos@tl.mercycorps.org,14/11/05,,Aileu Floods,Y
Incident,Landslide,LK,Baucau,Quelicai,Afaca,,,jose.soares@oxfam.org.tl,15/11/05,,Aileu Floods,Y
Incident,Houses Destroyied,LK,Baucau,Quelicai,Baguia,,,adriana.macedo@redcross.tl,16/11/05,,Aileu Floods,Y
Incident,Flooding,LK,Baucau,Quelicai,Bualale,,,liliana.otilia@mss.gov.tl,17/11/05,,Aileu Floods,Y
Incident,Landslide,LK,Baucau,Quelicai,Guruca,,,eduardo.dossantos@tl.mercycorps.org,18/11/05,,Aileu Floods,Y
Incident,Houses Destroyied,LK,Baucau,Quelicai,Laisorolai de Baixo,,,jose.soares@oxfam.org.tl,19/11/05,,Aileu Floods,Y
Incident,Flooding,LK,Baucau,Quelicai,Laisorolai de Cima,,,jose.soares@oxfam.org.tl,20/11/05,,Aileu Floods,Y
Incident,Landslide,LK,Baucau,Quelicai,Lelalai,,,eduardo.dossantos@tl.mercycorps.org,21/11/05,,Aileu Floods,Y
Incident,Houses Destroyied,LK,Baucau,Quelicai,Letemuno,,,liliana.otilia@mss.gov.tl,22/11/05,,Aileu Floods,Y
Alert,Heavy Rains Due,LK,Baucau,Quelicai,Locoliu,,,liliana.otilia@mss.gov.tl,1/11/06,,Drought Zumalai,Y
Alert,Heavy Flooding in Area,LK,Baucau,Quelicai,Macalaco,,,liliana.otilia@mss.gov.tl,2/11/06,,Drought Zumalai,Y
Alert,More rain expected,LK,Baucau,Quelicai,Namanei,,,liliana.otilia@mss.gov.tl,3/11/06,,Drought Zumalai,Y
Alert,High winds,LK,Baucau,Quelicai,Waitame,,,liliana.otilia@mss.gov.tl,4/11/06,,Drought Zumalai,Y
Alert,More rain expected,LK,Ermera,Railaco,Deleco,,,liliana.otilia@mss.gov.tl,5/11/06,,Drought Zumalai,Y
Report,Situational Report,LK,Ermera,Railaco,Fatuquero,,,adriana.macedo@redcross.tl,6/11/06,,Drought Zumalai,Y
Report,Situational Report,LK,Ermera,Railaco,Lihu,,,jose.soares@oxfam.org.tl,7/11/06,,Drought Zumalai,Y
Report,Situational Report,LK,Ermera,Railaco,Matata,,,adriana.macedo@redcross.tl,8/11/06,,Drought Zumalai,Y
Report,Situational Report,LK,Ermera,Railaco,Railaco Craic,,,eduardo.dossantos@tl.mercycorps.org,9/11/06,,Drought Zumalai,Y
Report,Situational Report,LK,Ermera,Railaco,Railaco Leten,,,jose.soares@oxfam.org.tl,10/11/06,,Drought Zumalai,Y
Report,Situational Report,LK,Ermera,Railaco,Samalete,,,adriana.macedo@redcross.tl,11/11/06,,Drought Zumalai,Y
Report,Situational Report,LK,Ermera,Railaco,Taraso,,,liliana.otilia@mss.gov.tl,12/11/06,,Drought Zumalai,Y
Report,Situational Report,LK,Ermera,Railaco,Tocoluli,,,eduardo.dossantos@tl.mercycorps.org,13/11/06,,Drought Zumalai,Y
Report,Situational Report,LK,Aileu,Remexio,Acumau,,,jose.soares@oxfam.org.tl,14/11/06,,Drought Zumalai,Y
Report,Situational Report,LK,Aileu,Remexio,Fadabloco,,,jose.soares@oxfam.org.tl,15/11/06,,Drought Zumalai,Y
Report,Situational Report,LK,Aileu,Remexio,Fahisoi,,,eduardo.dossantos@tl.mercycorps.org,16/11/06,,Drought Zumalai,Y
Report,Drought Zumalai Lessons Learnt,LK,Aileu,Remexio,Faturasa,,,liliana.otilia@mss.gov.tl,17/11/06,,Drought Zumalai,Y
Assessment,Damage Assessment,LK,Manatuto,Soibada,Leo Hat,,,adriana.macedo@redcross.tl,30/11/06,,Drought Zumalai,Y
Assessment,Community Needs Assessment,LK,Manatuto,Soibada,Manlala,,,jose.soares@oxfam.org.tl,1/12/06,,Drought Zumalai,Y
Assessment,Area Assessment ,LK,Manatuto,Soibada,Manufahi,,,adriana.macedo@redcross.tl,2/12/06,,Drought Zumalai,Y
Assessment,Damage Assessment,LK,Manatuto,Soibada,Samoro,,,eduardo.dossantos@tl.mercycorps.org,3/12/06,,Drought Zumalai,Y
Assessment,Community Needs Assessment,LK,Covalima,Suai,Beco,,,jose.soares@oxfam.org.tl,4/12/06,,Drought Zumalai,Y
Assessment,Area Assessment ,LK,Covalima,Suai,Camenasa,,,adriana.macedo@redcross.tl,5/12/06,,Drought Zumalai,Y
Assessment,Damage Assessment,LK,Covalima,Suai,Debos,,,liliana.otilia@mss.gov.tl,6/12/06,,Drought Zumalai,Y
Assessment,Community Needs Assessment,LK,Covalima,Suai,Labarai,,,eduardo.dossantos@tl.mercycorps.org,7/12/06,,Drought Zumalai,Y
Assessment,Area Assessment ,LK,Covalima,Suai,Suai Loro,,,jose.soares@oxfam.org.tl,8/12/06,,Drought Zumalai,Y
Assessment,Damage Assessment,LK,Covalima,Tilomar,Casabauc,,,jose.soares@oxfam.org.tl,9/12/06,,Drought Zumalai,Y
Assessment,Community Needs Assessment,LK,Covalima,Tilomar,Foholulic,,,eduardo.dossantos@tl.mercycorps.org,10/12/06,,Drought Zumalai,Y
Assessment,Area Assessment ,LK,Covalima,Tilomar,Lalawa,,,liliana.otilia@mss.gov.tl,11/12/06,,Drought Zumalai,Y
Incident,Flooding,LK,Covalima,Tilomar,Maudemo,,,adriana.macedo@redcross.tl,12/12/06,,Drought Zumalai,Y
Incident,Landslide,LK,Manufahi,Turiscai,Aitemua,,,jose.soares@oxfam.org.tl,13/12/06,,Drought Zumalai,Y
Incident,Houses Destroyied,LK,Manufahi,Turiscai,Beremana,,,adriana.macedo@redcross.tl,14/12/06,,Drought Zumalai,Y
Incident,Flooding,LK,Manufahi,Turiscai,Caimauc,,,eduardo.dossantos@tl.mercycorps.org,15/12/06,,Drought Zumalai,Y
Incident,Landslide,LK,Manufahi,Turiscai,Fatucalo,,,jose.soares@oxfam.org.tl,16/12/06,,Drought Zumalai,Y
Incident,Houses Destroyied,LK,Manufahi,Turiscai,Foholau,,,adriana.macedo@redcross.tl,17/12/06,,Drought Zumalai,Y
Incident,Flooding,LK,Manufahi,Turiscai,Lesuata,,,liliana.otilia@mss.gov.tl,18/12/06,,Drought Zumalai,Y
Incident,Landslide,LK,Manufahi,Turiscai,Liurai,,,eduardo.dossantos@tl.mercycorps.org,19/12/06,,Drought Zumalai,Y
Incident,Houses Destroyied,LK,Manufahi,Turiscai,Manumera,,,jose.soares@oxfam.org.tl,20/12/06,,Drought Zumalai,Y
Incident,Flooding,LK,Manufahi,Turiscai,Matorec,,,jose.soares@oxfam.org.tl,21/12/06,,Drought Zumalai,Y
Incident,Landslide,LK,Manufahi,Turiscai,Mindelo,,,eduardo.dossantos@tl.mercycorps.org,22/12/06,,Drought Zumalai,Y
Incident,Houses Destroyied,LK,Manufahi,Turiscai,Orana,,,liliana.otilia@mss.gov.tl,23/12/06,,Drought Zumalai,Y
Alert,Heavy Rains Due,LK,Lautém,Tutuala,Mehara,,,liliana.otilia@mss.gov.tl,24/12/06,,Floods Same,Y
Alert,Heavy Flooding in Area,LK,Lautém,Tutuala,Tutuala,,,liliana.otilia@mss.gov.tl,25/12/06,,Floods Same,Y
Alert,More rain expected,LK,Viqueque,Uatucarbau,Afaloicai,,,liliana.otilia@mss.gov.tl,26/12/06,,Floods Same,Y
Alert,High winds,LK,Viqueque,Uatucarbau,Bahatata,,,liliana.otilia@mss.gov.tl,27/12/06,,Floods Same,Y
Alert,More rain expected,LK,Viqueque,Uatucarbau,Irabin de Baixo,,,liliana.otilia@mss.gov.tl,28/12/06,,Floods Same,Y
Report,Situational Report,LK,Viqueque,Uatucarbau,Irabin de Cima,,,adriana.macedo@redcross.tl,29/12/06,,Floods Same,Y
Report,Situational Report,LK,Viqueque,Uatucarbau,Loi Ulu,,,jose.soares@oxfam.org.tl,30/12/06,,Floods Same,Y
Report,Situational Report,LK,Viqueque,Uatucarbau,Uani Uma,,,adriana.macedo@redcross.tl,31/12/06,,Floods Same,Y
Report,Situational Report,LK,Baucau,Vemase,Loilubo,,,eduardo.dossantos@tl.mercycorps.org,1/01/07,,Floods Same,Y
Report,Situational Report,LK,Baucau,Vemase,Ossoala,,,jose.soares@oxfam.org.tl,2/01/07,,Floods Same,Y
Report,Situational Report,LK,Baucau,Vemase,Ostico,,,adriana.macedo@redcross.tl,3/01/07,,Floods Same,Y
Report,Situational Report,LK,Baucau,Vemase,Uatu-Lari,,,liliana.otilia@mss.gov.tl,4/01/07,,Floods Same,Y
Report,Situational Report,LK,Baucau,Vemase,Vemase,,,eduardo.dossantos@tl.mercycorps.org,5/01/07,,Floods Same,Y
Report,Situational Report,LK,Baucau,Venilale,Bado Ho'o,,,jose.soares@oxfam.org.tl,6/01/07,,Floods Same,Y
Report,Situational Report,LK,Baucau,Venilale,Baha Mori,,,jose.soares@oxfam.org.tl,7/01/07,,Floods Same,Y
Report,Situational Report,LK,Baucau,Venilale,Fatulia,,,eduardo.dossantos@tl.mercycorps.org,8/01/07,,Floods Same,Y
Report,Flood Same Lessons Learnt,LK,Baucau,Venilale,Uailaha,,,liliana.otilia@mss.gov.tl,9/01/07,,Floods Same,Y
Assessment,Damage Assessment,LK,Viqueque,Viqueque,Bibileo,,,adriana.macedo@redcross.tl,22/01/07,,Floods Same,Y
Assessment,Community Needs Assessment,LK,Viqueque,Viqueque,Caraubalo,,,jose.soares@oxfam.org.tl,23/01/07,,Floods Same,Y
Assessment,Area Assessment ,LK,Viqueque,Viqueque,Luca,,,adriana.macedo@redcross.tl,24/01/07,,Floods Same,Y
Assessment,Damage Assessment,LK,Viqueque,Viqueque,Maluru,,,eduardo.dossantos@tl.mercycorps.org,25/01/07,,Floods Same,Y
Assessment,Community Needs Assessment,LK,Viqueque,Viqueque,Uai Mori,,,jose.soares@oxfam.org.tl,26/01/07,,Floods Same,Y
Assessment,Area Assessment ,LK,Viqueque,Viqueque,Uma Quic,,,adriana.macedo@redcross.tl,27/01/07,,Floods Same,Y
Assessment,Damage Assessment,LK,Viqueque,Viqueque,Uma Uain Craic,,,liliana.otilia@mss.gov.tl,28/01/07,,Floods Same,Y
Assessment,Community Needs Assessment,LK,Viqueque,Viqueque,Uma Uain Leten,,,eduardo.dossantos@tl.mercycorps.org,29/01/07,,Floods Same,Y
Assessment,Area Assessment ,LK,Viqueque,Viqueque,Watu Dere,,,jose.soares@oxfam.org.tl,30/01/07,,Floods Same,Y
Assessment,Damage Assessment,LK,Viqueque,Watulari,Afaloicai,,,jose.soares@oxfam.org.tl,31/01/07,,Floods Same,Y
Assessment,Community Needs Assessment,LK,Viqueque,Watulari,Babulo,,,eduardo.dossantos@tl.mercycorps.org,1/02/07,,Floods Same,Y
Assessment,Area Assessment ,LK,Viqueque,Watulari,Macadique,,,liliana.otilia@mss.gov.tl,2/02/07,,Floods Same,Y
Incident,Flooding,LK,Viqueque,Watulari,Matahoi,,,adriana.macedo@redcross.tl,3/02/07,,Floods Same,Y
Incident,Landslide,LK,Viqueque,Watulari,Uaitame,,,jose.soares@oxfam.org.tl,4/02/07,,Floods Same,Y
Incident,Houses Destroyied,LK,Viqueque,Watulari,Vessoru,,,adriana.macedo@redcross.tl,5/02/07,,Floods Same,Y
Incident,Flooding,LK,Covalima,Zumalai,Fatuleto,,,eduardo.dossantos@tl.mercycorps.org,6/02/07,,Floods Same,Y
Incident,Landslide,LK,Covalima,Zumalai,Lepo,,,jose.soares@oxfam.org.tl,7/02/07,,Floods Same,Y
Incident,Houses Destroyied,LK,Covalima,Zumalai,Lour,,,adriana.macedo@redcross.tl,8/02/07,,Floods Same,Y
Incident,Flooding,LK,Covalima,Zumalai,Raimea,,,liliana.otilia@mss.gov.tl,9/02/07,,Floods Same,Y
Incident,Landslide,LK,Covalima,Zumalai,Tashilin,,,eduardo.dossantos@tl.mercycorps.org,10/02/07,,Floods Same,Y
Incident,Houses Destroyied,LK,Covalima,Zumalai,Zulo,,,jose.soares@oxfam.org.tl,11/02/07,,Floods Same,Y
Report,VCA,LK,Viqueque,Watulari,Macadique,,,jose.soares@oxfam.org.tl,15/04/09,,,N
Report,VCA,LK,Oecusse,Pante Macasar,Lalisuc,,,eduardo.dossantos@tl.mercycorps.org,10/04/09,,,N
Report,VCA,LK,Manufahi,Same,Letefoho,,,liliana.otilia@mss.gov.tl,20/04/09,,,N
Report,VCA,LK,Manatuto,Laclubar,Fatumaquerec,,,eduardo.dossantos@tl.mercycorps.org,1/05/09,,,N
Report,VCA,LK,Aileu,Liquidoe,Bereleu,,,jose.soares@oxfam.org.tl,5/05/09,,,N
Report,VCA,LK,Ainaro,Hatu-Udo,Leolima,,,adriana.macedo@redcross.tl,15/04/09,,,N
Report,VCA,LK,Bobonaro,Cailaco,Purugoa,,,liliana.otilia@mss.gov.tl,10/04/09,,,N
Report,VCA,LK,Covalima,Suai,Camenasa,,,eduardo.dossantos@tl.mercycorps.org,20/04/09,,,N
Report,VCA,LK,Dili,Dom Aleixo,Bairro Pite,,,jose.soares@oxfam.org.tl,1/05/09,,,N
Report,VCA,LK,Ermera,Hatolia,Fatubessi,,,jose.soares@oxfam.org.tl,5/05/09,,,N
Report,VCA,LK,Lautém,Lospalos,Fuiloro,,,eduardo.dossantos@tl.mercycorps.org,15/04/09,,,N
